ACK_ID,ROW_ORDER,PROVIDER_FAIL_NAME,PROVIDER_FAIL_EIN,PROVIDER_FAIL_US_ADDRESS1,PROVIDER_FAIL_US_ADDRESS2,PROVIDER_FAIL_US_CITY,PROVIDER_FAIL_US_STATE,PROVIDER_FAIL_US_ZIP,PROVIDER_FAIL_FOREIGN_ADDRESS1,PROVIDER_FAIL_FOREIGN_ADDRESS2,PROVIDER_FAIL_FOREIGN_CITY,PROVIDER_FAIL_FOREIGN_PROV_ST,PROVIDER_FAIL_FOREIGN_CNTRY,PROVIDER_FAIL_FORGN_POSTAL_CD,PROVIDER_FAIL_SRVC_CODE,PROVIDER_FAIL_INFO_TEXT
"20150710143020P030028560829001",1,,,,,,,,,,,,,,,
"20150713095620P040089195527001",1,,,,,,,,,,,,,,,
"20150713154058P040089788727001",1,,,,,,,,,,,,,,,
"20150714094314P030111899345001",1,"WAGE WORKS","943351864","P.O. BOX 870725",,"KANSAS CITY","MO",64187,,,,,,,,"FAILED TO PROVIDE INFORMATION"
"20150714134529P030096440471001",1,,,,,,,,,,,,,,,
"20150715080449P030097796711001",1,,,,,,,,,,,,,,,
"20150715134644P040115212321001",1,,,,,,,,,,,,,,,
"20150715141338P030098354951001",1,,,,,,,,,,,,,,,
"20150715162852P040093805591001",1,,,,,,,,,,,,,,,
"20150715190710P030115056033001",1,,,,,,,,,,,,,,,
"20150716082506P030099538471001",1,"ROBERT ZISKIN","131768188",,,,,,,,,,,,,"SERVICE PROVIDER FAILED TO CONFIRM IF ANY INDIRECT COMPENSATION WAS PAID BY THE PLAN."
"20150716101444P030099649351001",1,,,,,,,,,,,,,,,
"20150716105508P030099712839001",1,"ZISKIN LAW FIRM","020694191",,,,,,,,,,,,,"SERVICE PROVIDER FAILED TO CONFIRM WHETHER THEY WERE INDIRECTLY COMPENSATED AND THE AMOUNT."
"20150716132059P040002393769001",1,,,,,,,,,,,,,,,
"20150716134846P040095293079001",1,,,,,,,,,,,,,,,
"20150716164039P040095517335001",1,,,,,,,,,,,,,,,
"20150717093229P040037811917001",2,"CATAMARAN RX",,"1600 MCCONNOR PARKWAY",,"SCHAUMBURG","IL",60173,,,,,,,,"DID NOT RESPOND TO MULTIPLE REQUESTS FOR SCH. C INFORMATION"
"20150717093229P040037811917001",1,"ACTIVE HEALTH",,"102 MADISON AVENUE",,"NEW YORK","NY",10016,,,,,,,,"DID NOT RESPOND TO MULTIPLE REQUESTS FOR SCH. C INFORMATION"
"20150717102128P040096518167001",1,,,,,,,,,,,,,,,
"20150720103647P030106467527001",1,,,,,,,,,,,,,,,
"20150720111155P040125037457001",1,,,,,,,,,,,,,,,
"20150720125438P040101583015001",2,"CAPITAL RESEARCH & MANAGEMENT CO.","951411037",,,,,,,,,,,,,"EIN FOR INDIRECT COMPENSATION SOURCES & ADDRESSES AMERICAN FUNDS 2035 TARGET DATE RETIREMENT FUND AMERICAN FUNDS FUNDAMENTAL INVESTORS FUND AMERICAN FUNDS 2040 TARGET DATE RETIREMENT FUND"
"20150720125438P040101583015001",1,"CAPITAL RESEARCH & MANAGEMENT CO.","951411037",,,,,,,,,,,,,"EIN FOR INDIRECT COMPENSATION SOURCES & ADDRESSES AMERICAN FUNDS SMALL CAP WORLD FUND AMERICAN FUNDS CAPITAL WORLD GROWTH AND INCOME FUN AMERICAN FUNDS HIGH-INCOME TRUST AMERICAN FUNDS 2030 TARGET DATE RETIREMENT FUND"
"20150720140643P030124192369001",1,,,,,,,,,,,,,,,
"20150721073803P030035378269001",1,,,,,,,,,,,,,,,
"20150721081355P030108316263001",1,,,,,,,,,,,,,,,
"20150721124318P040103184407001",1,,,,,,,,,,,,,,,
"20150721141054P030108873223001",1,,,,,,,,,,,,,,,
"20150722063852P040041530973001",1,,,,,,,,,,,,,,,
"20150722070033P030127774705001",1,"THE PRINCIPAL FINANCIAL GROUP",,"PO BOX 9394",,"DES MOINES","IA",50306,,,,,,,,"RECORDKEEPING, ADMINISTRATION AND OTHER FEES."
"20150722095452P040041633293001",1,,,,,,,,,,,,,,,
"20150722102717P040129498417001",1,,,,,,,,,,,,,,,
"20150722112711P030128295553001",1,,,,,,,,,,,,,,,
"20150722122316P030128409441001",10,"NATIONAL PLANNING CORPORATION",,"219 N DEFIANCE STREET",,"ARCHBOLD","OH",43502,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",9,"JACKSON NATIONAL LIFE INSURANCE CO.",,"1 CORPORATE WAY",,"LANSING","MI",48951,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",8,"FTJ FUNDCHOICE",,"2300 LITTON LANE, STE. 102",,"HEBRON","KY",41048,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",7,"PERSHING, LLC",,"ONE PERSHING PLAZA",,"NEW JERSEY CITY","NJ",7399,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",6,"MATT LANGHAM",,"ONE SEAGATE, SUITE 1100",,"TOLEDO","OH",43604,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",5,"NATIONWIDE MUTUAL INSURANCE COMPANY","314177100",,,,,,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",4,"WHETRO FINANCIAL",,"4169 HOLLAND-SYLVANIA, SUITE 103",,"TOLEDO","OH",43623,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",3,"FRANKLIN TEMPLETON",,"47 WEST 200 SOUTH, SUITE 500",,"SALT LAKE CITY","UT",84101,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",2,"AMERICAN FUNDS SERVICE COMPANY",,"P.O. BOX 2280",,"NORFOLK","VA",23501,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722122316P030128409441001",1,"EDWARD JONES",,"126 EAST MAPLE STREET","BOX 232","BRYAN","OH",43506,,,,,,,,"INDIRECT FEE INFORMATION"
"20150722151325P040129995041001",1,,,,,,,,,,,,,,,
"20150722152128P030111032375001",1,,,,,,,,,,,,,,,
"20150722152558P030128747681001",1,,,,,,,,,,,,,,,
"20150722192437P040106378727001",1,,,,,,,,,,,,,,,
"20150722215943P040130552481001",1,,,,,,,,,,,,,,,
"20150723105840P030130411297001",1,,,,,,,,,,,,,,,
"20150723110747P030112541207001",1,"CVS CAREMARK","050340626","PO BOX 6590",,"LEES SUMMIT","MO",64064,,,,,,,,"DIRECT COMPENSATION PAID BY THE PLAN. IF THE SERVICE PROVIDER RECEIVED INDIRECT COMPENSATION. IF ANY INDIRECT COMPENSATION INCLUDED ELIGIBLE INDIRECT COMPENSATION. TOTAL INDIRECT COMPENSATION, IF ANY. IF THE SERVICE PROVIDER FURNISHED A FORMULA"
"20150723114029P040042009437001",1,,,,,,,,,,,,,,,
"20150723121757P030130553713001",1,,,,,,,,,,,,,,,
"20150724085141P040109292807001",1,,,,,,,,,,,,,,,
"20150724105326P030114440679001",1,,,,,,,,,,,,,,,
"20150724124101P040133993825001",1,,,,,,,,,,,,,,,
"20150724141307P030114758247001",1,,,,,,,,,,,,,,,
"20150724151212P040109879095001",1,,,,,,,,,,,,,,,
"20150724154729P030002451497001",1,,,,,,,,,,,,,,,
"20150724173953P040110132391001",1,"OPTHALMIC CONSULTANTS OF BOSTON","042500346",,,,,,,,,,,,,"SERVICE PROVIDER DID NOT RESPOND TO NUMEROUS REQUESTS TO PROVIDE INFORMATION NECESSARY TO COMPLETE SCHEDULE C."
"20150724174301P030037488685001",1,,,,,,,,,,,,,,,
"20150724175238P030133028881001",1,,,,,,,,,,,,,,,
"20150725111945P030116278983001",1,,,,,,,,,,,,,,,
"20150727075419P030118884551001",1,,,,,,,,,,,,,,,
"20150727094416P040044507805001",1,,,,,,,,,,,,,,,
"20150727102514P040044570173001",1,,,,,,,,,,,,,,,
"20150727124222P030138083729001",1,,,,,,,,,,,,,,,
"20150727124444P040139356545001",1,,,,,,,,,,,,,,,
"20150727125348P030119427127001",1,,,,,,,,,,,,,,,
"20150727125545P040139383361001",1,,,,,,,,,,,,,,,
"20150727130044P040139399969001",1,,,,,,,,,,,,,,,
"20150727140012P030016110607007",4,"PPO USA INC.","364722027","P.O. BOX 410503",,"KANSAS CITY","MO",641410503,,,,,,,,"13493"
"20150727140012P030016110607007",3,"AETNA LIFE INCOME COMPANY","066033492","4300 CENTREWAY PLACE",,"ARLINGTON","TX",76018,,,,,,,,"46528"
"20150727140012P030016110607007",2,"MERCER HEALTH BENEFITS","132834414","800 W. MAIN ST., STE 1250",,"BOISE","ID",837025769,,,,,,,,"75000"
"20150727140012P030016110607007",1,"AMERIBEN","820497661","3448 E. COPPER POINT DR",,"MERIDIAN","ID",83642,,,,,,,,"10077"
"20150727141303P030119581927001",1,,,,,,,,,,,,,,,
"20150727141357P030016113167001",1,,,,,,,,,,,,,,,
"20150727144956P040115489703001",1,,,,,,,,,,,,,,,
"20150727154238P040044818397001",1,,,,,,,,,,,,,,,
"20150727181836P030119994215001",1,"OPTUMRX, INC","330441200",,,,,,,,,,,,,"ADDRESS EXCLUDED.2(G)$.12/CLAIM.2(H)ORX BILS DRUG MANUFACTURERS FOR REBATES BASED UPON AGREEMENTS. FROM THE TIME THAT ORX RECEIVES REBATES UNTIL IT DISTRIBUTES REBATES, IT ACCRUES INTEREST AT THE CURRENT BANK RATE.THE RATE HAS BEEN <1% FOR THE PERIOD"
"20150727191118P040140311041001",1,,,,,,,,,,,,,,,
"20150727191225P030120041495001",1,,,,,,,,,,,,,,,
"20150728044644P040141160145001",1,,,,,,,,,,,,,,,
"20150728132106P030140348513001",1,,,,,,,,,,,,,,,
"20150728144513P030140458049001",1,,,,,,,,,,,,,,,
"20150728182914P040045500317001",1,,,,,,,,,,,,,,,
"20150729074256P040143870625001",1,"FIRST DATA MERCHANT SERVICES CORP",,"1307 WAL WHITMAN ROAD","MELVILLE","MELVILLE","NY",11747,,,,,,,,"FIRST DATA MERCHANT SERVICES CORP DID NOT MAKE A REPRESENTATION ON INDIRECT REPORTABLE COMPENSATION"
"20150729080525P030122999431001",1,,,,,,,,,,,,,,,
"20150729094845P030040683037001",1,,,,,,,,,,,,,,,
"20150729144543P030123704679001",1,"UMR","391995276","PO BOX 30541",,"SALT LAKE CITY","UT",84130,,,,,,,,"CLAIMS PROCESSING"
"20150729153148P040046107005001",1,,,,,,,,,,,,,,,
"20150729160025P030142656913001",1,,,,,,,,,,,,,,,
"20150729162811P040144952849001",1,,,,,,,,,,,,,,,
"20150729163921P030142713921001",1,,,,,,,,,,,,,,,
"20150729165320P040046176669001",1,,,,,,,,,,,,,,,
"20150729173718P030124002663001",1,"CIGNA HEALTH AND LIFE INSURANCE CO","591031071",,,,,,,,,,,,,"FAILED TO PROVIDE ADDRESS."
"20150730080543P040146028417001",1,,,,,,,,,,,,,,,
"20150730091357P030144305201001",1,,,,,,,,,,,,,,,
"20150730091805P030144314609001",1,,,,,,,,,,,,,,,
"20150730104852P030125286567001",1,,,,,,,,,,,,,,,
"20150730110343P040146327889001",1,,,,,,,,,,,,,,,
"20150730110756P030125314695001",1,,,,,,,,,,,,,,,
"20150730111403P030144557217001",1,,,,,,,,,,,,,,,
"20150730111500P030144560113001",1,,,,,,,,,,,,,,,
"20150730111617P030125323975001",1,,,,,,,,,,,,,,,
"20150730111944P040120680375001",1,"LPL INVESTMENT HOLDINGS, INC.","203717839","ONE BEACON STREET","22ND FLOOR","BOSTON","MA",2108,,,,,,,,"FEE INFORMATION AND DETAIL OF PARTICIPANT LEVEL ACTIVITY"
"20150730114822P040146438321001",1,,,,,,,,,,,,,,,
"20150730115410P030017025151001",1,,,,,,,,,,,,,,,
"20150730115935P030144626241001",1,,,,,,,,,,,,,,,
"20150730140437P040046603277001",1,"CIGNA","591031071",,,,,,,,,,,,,"CLAIMS ADMINISTRATION"
"20150730141139P040120977319001",2,"MATRIX FINANCIAL SOLUTIONS, INC",,"717 17TH STREET","SUITE 1300","DENVER","CO",80202,,,,,,,,"ATTACHED SCHC DISCLOSURES MG TRUST & ITS AFFILIATES RECEIVE FLOAT REV ADMIN FEE REIMBURSEMENT, FEE COLLECTION SERVICES & OTHER FEES. COMPANY STATED THEY DO NOT PROVIDE"
"20150730141139P040120977319001",1,"MG TRUST",,"717 17TH STREET","SUITE 1300","DANVER","CO",80202,,,,,,,,"ATTACHED SCHC DISCLOSURES MG TRUST & ITS AFFILIATES RECEIVE FLOAT REV ADMIN FEE REIMBURSEMENT, FEE COLLECTION SERVICES & OTHER FEES. COMPANY STATED THEY DO NOT PROVIDE"
"20150730144042P030125813735001",1,,,,,,,,,,,,,,,
"20150730145604P040146779329001",1,,,,,,,,,,,,,,,
"20150730151223P040046629469001",1,,,,,,,,,,,,,,,
"20150730155733P040121212295001",1,,,,,,,,,,,,,,,
"20150730161617P030125999303001",3,"UNUM","010278678","1 FOUNTAIN SQUARE - BW520",,"CHATTANOOGA","TN",37402,,,,,,,,"VOLUNTARY BENEFITS AGENT"
"20150730161617P030125999303001",2,"COLONIAL LIFE & ACCIDENT INSURANCE","570144607","PO BOX 1365",,"COLUMBIA","SC",292021365,,,,,,,,"VOLUNTARY BENEFITS AGENT"
"20150730161617P030125999303001",1,"SUPERIOR VISION","390493780","PO BOX 201839",,"DALLAS","TX",75320,,,,,,,,"INSURANCE SERVICE"
"20150730191505P030041501325001",1,"BAS",,"17475 JOVANNA DRIVE",,"HOMEWOOD","IL",60430,,,,,,,,"DID NOT PROVIDE FIN, NAIC NUMBER OR CONTRACT NUMBER"
"20150731074012P040122279959001",1,"GREAT AMERICAN LIFE INSURANCE CO","131935920","GREAT AMERICAN INSURANCE GRP TOWER","301 E FOURTH STREET","CINCINNATI","OH",45202,,,,,,,,"DIRECT AND INDIRECT COMPENSATION"
"20150731090524P030127423591001",1,,,,,,,,,,,,,,,"N/A"
"20150731090628P030127426839001",1,,,,,,,,,,,,,,,
"20150731092634P040148350881001",1,,,,,,,,,,,,,,,
"20150731095615P030146391361001",1,,,,,,,,,,,,,,,
"20150731095951P030146394033001",1,,,,,,,,,,,,,,,
"20150731104916P040122533815001",1,,,,,,,,,,,,,,,
"20150731124748P030127816599001",1,,,,,,,,,,,,,,,
"20150731131642P030146704705001",1,,,,,,,,,,,,,,,
"20150731132654P040122785863001",1,,,,,,,,,,,,,,,
"20150731135728P040047423437001",1,,,,,,,,,,,,,,,
"20150731140013P040148961185001",1,,,,,,,,,,,,,,,
"20150731142509P030127965399001",1,,,,,,,,,,,,,,,
"20150731151417P030128022807001",1,,,,,,,,,,,,,,,
"20150731151432P030146933441001",1,"CVS CAREMARK","752882129",,,,,,,,,,,,,"FAILED TO PROVIDE AMOUNT OF INDIRECT COMPENSATION RECEIVED."
"20150731151837P040149072945001",1,,,,,,,,,,,,,,,
"20150731152142P030146954929001",1,,,,,,,,,,,,,,,
"20150731155403P030042333117001",1,,,,,,,,,,,,,,,
"20150731160552P030128088567001",1,,,,,,,,,,,,,,,
"20150731160937P040047560189001",1,"BLUE CROSS BLUE SHIELD OF ILLINOIS","361236610",,,,,,,,,,,,,"BCBS DID NOT PROVIDE 5500 INFORMATION; BROKER HAD TO CONTACT CARRIER TO OBTAIN 5500 INFO"
"20150731161109P040123119703001",1,"EYEMED VISION CARE","430949844",,,,,,,,,,,,,"EYEMED DIDN'T PROVIDE 5500 INFO; HAD TO HAVE BROKER CONTACT CARRIER TO PROVIDE INFO."
"20150731161202P030017176399001",1,,,,,,,,,,,,,,,
"20150731192058P030128347399001",1,,,,,,,,,,,,,,,
"20150803112913P030044425949001",1,,,,,,,,,,,,,,,
"20150804180626P040128982167001",1,,,,,,,,,,,,,,,
"20150805073601P030135539207001",1,,,,,,,,,,,,,,,
"20150805120546P030135803095001",1,,,,,,,,,,,,,,,
"20150806094057P030157207281001",1,,,,,,,,,,,,,,,
"20150806120604P030137351895001",1,,,,,,,,,,,,,,,
"20150806145213P030157722081001",1,,,,,,,,,,,,,,,
"20150806150518P040160723153001",1,,,,,,,,,,,,,,,
"20150807141840P040162504049001",1,,,,,,,,,,,,,,,
"20150810125513P040000752045001",1,,,,,,,,,,,,,,,
"20150810130829P030000860701001",1,"BLACKROCK FUNDS","232784752",,,,,,,,,,,,,"BLACKROCK WILL NOT DISCLOSE; STATE THAT THEY ARE ONLY REQUIRED TO RELEASE DISCLOSURE NOTICE."
"20150810141418P030002396375001",1,,,,,,,,,,,,,,,
"20150810141909P040002257047001",1,,,,,,,,,,,,,,,
"20150811072712P030003164071001",1,,,,,,,,,,,,,,,
"20150811115212P040003387415001",1,,,,,,,,,,,,,,,
"20150811123447P030004631617001",1,,,,,,,,,,,,,,,
"20150812095138P030004866775001",1,,,,,,,,,,,,,,,
"20150812102534P040006509553001",1,,,,,,,,,,,,,,,
"20150812164612P040005362999001",1,,,,,,,,,,,,,,,
"20150813100146P040006399847001",1,"AMERICAN FUNDS",,"P.O. BOX 6040",,"INDIANAPOLIS","IN",46206,,,,,,,,"AMERICAN FUNDS RKDIRECT DOES NOT PROVIDE A SCHEDULE C REPORT."
"20150813141806P030008407121001",1,,,,,,,,,,,,,,,
"20150814105924P030002823197001",1,,,,,,,,,,,,,,,
"20150814151406P030003072477001",1,,,,,,,,,,,,,,,
"20150817100114P040012599975001",1,,,,,,,,,,,,,,,
"20150817124415P030015648737001",1,,,,,,,,,,,,,,,
"20150817125504P030012013079001",3,"UNION POINT ADVISORS, LLC","461922090",,,,,,,,,,,,,"AMOUNT OF DIRECT OR INDIRECT COMPENSATION"
"20150817125504P030012013079001",2,"DUET ASSET MANAGEMENT LTD",,,,,,,"27 HILL STREET",,"LONDON",,"GB","W1J 5LP",,"AMOUNT OF DIRECT OR INDIRECT COMPENSATION"
"20150817125504P030012013079001",1,"FIRST OAK CAPITAL MANAGEMENT","273066860",,,,,,,,,,,,,"AMOUNT OF DIRECT OR INDIRECT COMPENSATION"
"20150817154509P040016366289001",1,,,,,,,,,,,,,,,
"20150817182717P040016604001001",1,,,,,,,,,,,,,,,
"20150818074600P030017239297001",1,,,,,,,,,,,,,,,
"20150818082219P030017280897003",1,"STATE STREET GLOBAL ADVISORS","041867445","ONE LINCOLN STREET, 33RD FLOOR",,"BOSTON","MA",2111,,,,,,,,
"20150818095517P030013335767001",1,,,,,,,,,,,,,,,
"20150818104354P040004132061001",1,,,,,,,,,,,,,,,
"20150819090010P030014803895001",1,,,,,,,,,,,,,,,
"20150819113852P040004863213001",1,,,,,,,,,,,,,,,
"20150819133151P030019768785001",1,,,,,,,,,,,,,,,
"20150819135749P040004932429001",2,"LEE'S PRINTING","480924320","804 CENTRAL AVE.",,"KANSAS CITY","KS",66101,,,,,,,,"AMOUNT (IF ANY) OF INDIRECT COMPENSATION"
"20150819135749P040004932429001",1,"HUBER & ASSOCIATES","431516109","1400 EDGEWOOD DR.",,"JEFF CITY","MO",65109,,,,,,,,"AMOUNT (IF ANY) OF INDIRECT COMPENSATION"
"20150819140855P030019829185001",1,,,,,,,,,,,,,,,
"20150819153429P030019932945001",1,,,,,,,,,,,,,,,
"20150819192442P040020234273001",1,,,,,,,,,,,,,,,
"20150820140600P030006665357001",1,,,,,,,,,,,,,,,
"20150820165717P040021935713001",1,,,,,,,,,,,,,,,
"20150821093407P040018647751001",1,"AFFILIATED BENEFITS - STEPHEN WARNE",,"16180 HIGHWAY 7",,"MINNETONKA","MN",55345,,,,,,,,"THE SERVICE PROVIDER DID NOT PROVIDE THE EIN."
"20150821105747P030018465975001",1,"STANCORP FINANCIAL GROUP","931253576",,,,,,,,,,,,,"NONE"
"20150821114307P040023407953001",1,,,,,,,,,,,,,,,
"20150821124526P030023511857001",1,,,,,,,,,,,,,,,
"20150821125924P040023531969001",1,,,,,,,,,,,,,,,
"20150821144636P040006259933001",1,,,,,,,,,,,,,,,
"20150822125425P040020671111001",1,,,,,,,,,,,,,,,
"20150824084626P030022979015001",1,,,,,,,,,,,,,,,
"20150824104523P030023101383001",1,,,,,,,,,,,,,,,
"20150824140719P040023473639001",1,,,,,,,,,,,,,,,
"20150824164937P030029147537001",1,,,,,,,,,,,,,,,
"20150824175114P030023518487001",1,,,,,,,,,,,,,,,
"20150825081424P040030690145001",1,,,,,,,,,,,,,,,
"20150825090759P040030796833001",1,,,,,,,,,,,,,,,
"20150825123643P040031172481001",1,,,,,,,,,,,,,,,
"20150825133144P030025078183001",1,,,,,,,,,,,,,,,
"20150825134357P030025087655001",1,,,,,,,,,,,,,,,
"20150825152811P040025051399001",1,,,,,,,,,,,,,,,
"20150825163621P040008313645001",1,,,,,,,,,,,,,,,
"20150826094446P030026162775001",1,,,,,,,,,,,,,,,
"20150826094806P030032396433001",1,,,,,,,,,,,,,,,
"20150826095804P030032405265001",1,,,,,,,,,,,,,,,
"20150826103951P030026226007001",1,,,,,,,,,,,,,,,
"20150826111153P030032496577001",1,,,,,,,,,,,,,,,
"20150826124648P040026551623001",1,,,,,,,,,,,,,,,
"20150826132509P040033236689001",1,,,,,,,,,,,,,,,
"20150826155422P030009595293001",1,,,,,,,,,,,,,,,
"20150826163228P030026636055001",1,,,,,,,,,,,,,,,
"20150826183225P040026951495001",1,,,,,,,,,,,,,,,
"20150827101800P040027880503001",1,,,,,,,,,,,,,,,
"20150827120229P040034970561001",1,,,,,,,,,,,,,,,
"20150827120913P040027970743001",1,,,,,,,,,,,,,,,
"20150827132351P040028032679001",1,,,,,,,,,,,,,,,
"20150827133115P040028038391001",1,,,,,,,,,,,,,,,
"20150827151126P040028134119001",1,,,,,,,,,,,,,,,
"20150827154203P040028155607001",1,,,,,,,,,,,,,,,
"20150827163901P030028207767001",1,,,,,,,,,,,,,,,
"20150828091734P030036390129001",1,,,,,,,,,,,,,,,
"20150828101700P030029280359001",1,,,,,,,,,,,,,,,
"20150828140915P030029632711001",1,,,,,,,,,,,,,,,
"20150828150821P030029757495001",1,,,,,,,,,,,,,,,
"20150828161601P030029882567001",1,,,,,,,,,,,,,,,
"20150828192506P040030100439001",7,"STEVE HARRIS",,"1640 S LOOP RD",,"ALAMEDA","CA",94502,,,,,,,,"INDIRECT COMPENSATION"
"20150828192506P040030100439001",6,"MARK SWANEY",,"1640 S LOOP RD",,"ALAMEDA","CA",94502,,,,,,,,"INDIRECT COMPENSATION"
"20150828192506P040030100439001",5,"AMALGAMATED BANK","134920330","275 7TH AVE",,"NEW YORK","NY",10001,,,,,,,,"INDIRECT COMPENSATION"
"20150828192506P040030100439001",4,"J.P. MORGAN",,"1 CHASE MANHATTAN PLAZA FL 58",,"NEW YORK","NY",100051401,,,,,,,,"INDIRECT COMPENSATION"
"20150828192506P040030100439001",3,"CORNERSTONE CAPITAL MANAGEMENT",,"ONE FRONT ST STE 500",,"SAN FRANCISCO","CA",94111,,,,,,,,"INDIRECT COMPENSATION"
"20150828192506P040030100439001",2,"MACKAY SHIELDS LLC",,"ONE FRONT ST STE 500",,"SAN FRANCISCO","CA",94111,,,,,,,,"INDIRECT COMPENSATION"
"20150828192506P040030100439001",1,"INTELLI-SERVICES, INC.",,"2440 CAMINO RAMON",,"SAN RAMON","CA",94583,,,,,,,,"INDIRECT COMPENSATION"
"20150831091449P040034343735001",1,,,,,,,,,,,,,,,
"20150831161638P040034933319001",1,,,,,,,,,,,,,,,
"20150831174116P030012360093001",1,,,,,,,,,,,,,,,
